Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Category,Sales,Quantity,Discount,Profit,Functions,IF
6100,CA-2014-100111,9/21/2014,9/27/2014,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Furniture,2888.127,11,0.1,609.7157,,
3151,CA-2012-147830,12/15/2012,12/18/2012,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,East,Technology,2025.36,6,0.2,607.608,,
815,CA-2014-143686,5/15/2014,5/15/2014,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,West,Technology,1399.93,7,0,601.9699,,
2299,CA-2012-113145,11-01-2012,11-05-2012,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,East,Technology,1399.93,7,0,601.9699,,
6117,US-2013-113677,11/14/2013,11/20/2013,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,East,Technology,2279.96,4,0,592.7896,,
150,CA-2013-114489,12-06-2013,12-10-2013,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,Furniture,1951.84,8,0,585.552,,
6468,CA-2013-163804,12-03-2013,12-09-2013,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,East,Office Supplies,2079.4,5,0,582.232,,
245,CA-2011-131926,06-01-2011,06-06-2011,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,Central,Furniture,2001.86,7,0,580.5394,,
7174,US-2014-141677,3/27/2014,3/31/2014,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,Central,Technology,2399.96,5,0.2,569.9905,,
7847,CA-2012-125976,9/27/2012,10-02-2012,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Arlington,Virginia,South,Technology,1871.88,12,0,561.564,,
1626,CA-2012-157084,12/19/2012,12/24/2012,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,West,Technology,1265.85,3,0,556.974,,
9057,CA-2012-160227,11-02-2012,11-04-2012,First Class,ED-13885,Emily Ducich,Home Office,United States,New York City,New York,East,Furniture,2621.322,11,0.1,553.3902,,
7133,CA-2014-141439,11/27/2014,12-02-2014,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,Central,Technology,1879.96,4,0,545.1884,,
9514,CA-2013-125220,10/15/2013,10/20/2013,Standard Class,BE-11410,Bobby Elias,Consumer,United States,Appleton,Wisconsin,Central,Technology,1649.75,5,0,544.4175,,
3385,CA-2012-130659,12-04-2012,12-09-2012,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,New York City,New York,East,Technology,1799.75,5,0,539.925,,
9948,CA-2014-121559,06-02-2014,06-04-2014,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Indianapolis,Indiana,Central,Furniture,1925.88,6,0,539.2464,,
5517,US-2013-138408,11/19/2013,11/22/2013,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Huntsville,Alabama,South,Technology,1319.96,4,0,527.984,,
4429,CA-2014-119452,3/22/2014,3/28/2014,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Tulsa,Oklahoma,Central,Furniture,1805.88,6,0,523.7052,,
4882,CA-2014-143567,11-03-2014,11-06-2014,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,South,Technology,2249.91,9,0,517.4793,,
7488,US-2012-134558,12/19/2012,12/24/2012,Second Class,PM-19135,Peter McVee,Home Office,United States,Dover,New Hampshire,East,Technology,2249.91,9,0,517.4793,,
1251,CA-2014-115602,12/19/2014,12/25/2014,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,Office Supplies,1704.56,13,0,511.368,,
1712,CA-2014-123491,10/31/2014,11-06-2014,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,West,Office Supplies,1702.12,14,0,510.636,,
6296,CA-2011-141313,12/28/2011,01-01-2012,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,East,Office Supplies,1737.18,6,0,503.7822,,
9166,CA-2013-100300,6/25/2013,6/27/2013,Second Class,MJ-17740,Max Jones,Consumer,United States,San Diego,California,West,Technology,4476.8,4,0.2,503.64,,
4284,CA-2011-103100,12/20/2011,12/23/2011,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,Central,Office Supplies,1103.97,3,0,496.7865,,
248,CA-2011-131926,06-01-2011,06-06-2011,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,Central,Office Supplies,1503.25,5,0,496.0725,,
2661,CA-2014-123372,11/29/2014,12-03-2014,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,East,Technology,1979.89,11,0,494.9725,,
1156,CA-2011-136567,12/20/2011,12/21/2011,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,Furniture,2244.48,7,0,493.7856,,
6201,CA-2012-146675,4/16/2012,4/20/2012,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Evanston,Illinois,Central,Technology,1439.968,4,0.2,485.9892,,
2021,CA-2013-168354,9/20/2013,9/22/2013,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,East,Office Supplies,1606.23,9,0,481.869,,
4209,CA-2011-145387,10/31/2011,11-02-2011,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,East,Furniture,1604.9,5,0,481.47,,
3184,CA-2014-152912,11-10-2014,11/13/2014,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,East,Office Supplies,1633.14,9,0,473.6106,,
7698,CA-2014-151799,12/15/2014,12/19/2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,Massachusetts,East,Technology,1199.98,2,0,467.9922,,
6235,US-2014-142188,09-12-2014,09-12-2014,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,West,Office Supplies,1471.96,5,0.2,459.9875,,
5435,CA-2012-160171,10/19/2012,10/24/2012,Standard Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,West,Office Supplies,1640.7,5,0,459.396,,
6839,CA-2014-107517,02-06-2014,02-10-2014,Standard Class,FC-14335,Fred Chung,Corporate,United States,Torrance,California,West,Office Supplies,1640.7,5,0,459.396,,
1583,CA-2012-131338,08-09-2012,08-12-2012,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,East,Office Supplies,1217.568,2,0.2,456.588,,
8833,CA-2012-153423,6/22/2012,6/27/2012,Standard Class,SW-20455,Shaun Weien,Consumer,United States,Rochester,New York,East,Office Supplies,1217.568,2,0.2,456.588,,
4073,CA-2012-156104,12-06-2012,12-08-2012,Second Class,NP-18685,Nora Pelletier,Home Office,United States,Indianapolis,Indiana,Central,Technology,999.98,2,0,449.991,,
8179,CA-2013-166429,09-03-2013,09-09-2013,Standard Class,TG-21310,Toby Gnade,Consumer,United States,Des Moines,Washington,West,Technology,999.98,2,0,449.991,,
7473,CA-2013-139997,07-02-2013,07-04-2013,First Class,EM-14140,Eugene Moren,Home Office,United States,Lehi,Utah,West,Technology,1499.95,5,0,449.985,,
6576,CA-2014-123085,03-04-2014,03-09-2014,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Los Angeles,California,West,Technology,1049.44,8,0,440.7648,,
407,CA-2014-117457,12-09-2014,12/13/2014,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,West,Technology,1199.976,3,0.2,434.9913,,
596,CA-2011-131450,08-08-2011,8/15/2011,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,West,Technology,1199.976,3,0.2,434.9913,,
2477,CA-2013-114972,11-04-2013,11-07-2013,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,West,Office Supplies,1101.48,4,0,429.5772,,
2942,CA-2014-155880,3/26/2014,04-01-2014,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,Central,Furniture,1526.56,7,0,427.4368,,
3828,CA-2014-141733,05-08-2014,05-12-2014,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,Central,Furniture,1458.65,5,0,423.0085,,
6176,CA-2012-158421,9/21/2012,9/26/2012,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,Furniture,1690.04,4,0,422.51,,
9735,CA-2011-114321,8/20/2011,8/25/2011,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,Hampton,Virginia,South,Office Supplies,896.99,1,0,421.5853,,
2994,CA-2014-147291,03-12-2014,3/18/2014,Standard Class,MJ-17740,Max Jones,Consumer,United States,Detroit,Michigan,Central,Office Supplies,895.92,4,0,421.0824,,
9426,CA-2011-116246,09-12-2011,9/17/2011,Second Class,LW-17215,Luke Weiss,Consumer,United States,New York City,New York,East,Furniture,3785.292,6,0.1,420.588,,
2756,CA-2012-155306,4/17/2012,4/21/2012,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,West,Office Supplies,1447.65,5,0,419.8185,,
7329,US-2011-131275,3/18/2011,3/24/2011,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,West,Technology,1279.968,4,0.2,415.9896,,
2057,CA-2014-120376,12/23/2014,12/26/2014,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,Central,Furniture,1586.69,7,0,412.5394,,
9187,CA-2014-156776,08-08-2014,08-12-2014,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,West,Office Supplies,1473.1,5,0,412.468,,
2596,CA-2014-149048,5/14/2014,5/18/2014,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,Central,Office Supplies,914.97,3,0,411.7365,,
6851,US-2013-100461,01-08-2013,01-12-2013,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,Central,Furniture,1565.88,6,0,407.1288,,
9149,US-2013-165505,1/23/2013,1/27/2013,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Burlington,Vermont,East,Office Supplies,1564.29,13,0,406.7154,,
6882,CA-2012-137113,12-01-2012,12-05-2012,Second Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,West,Furniture,1913.4,9,0,401.814,,
5627,CA-2011-126683,9/29/2011,10-01-2011,Second Class,PP-18955,Paul Prost,Home Office,United States,Seattle,Washington,West,Furniture,2348.82,9,0,399.2994,,
7251,CA-2012-158491,06-04-2012,06-09-2012,Second Class,BP-11155,Becky Pak,Consumer,United States,Los Angeles,California,West,Technology,989.97,3,0,395.988,,
5726,CA-2012-103933,9/25/2012,9/27/2012,First Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,East,Technology,899.91,9,0,395.9604,,
3427,CA-2012-153381,9/24/2012,9/28/2012,Standard Class,DE-13255,Deanra Eno,Home Office,United States,Dubuque,Iowa,Central,Furniture,1408.1,10,0,394.268,,
5189,CA-2012-115567,9/13/2012,9/18/2012,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Columbus,Indiana,Central,Furniture,1516.2,7,0,394.212,,
9704,CA-2014-147032,08-01-2014,08-05-2014,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Wilmington,Delaware,East,Office Supplies,849.95,5,0,390.977,,
3581,CA-2013-104157,7/26/2013,7/30/2013,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Jackson,Mississippi,South,Furniture,2430.08,8,0,388.8128,,
